,Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2021,,,,,,,,,NAICS_level_1,NAICS_level_2,NAICS_level_3,NAICS_level_4,NAICS_level_5,2017 NAICS Title,Jan. 2021,Feb. 2021(p),CY CUM,PY CUM
,,,,,,,,,,56,561,5614,56142,561422,Telemarketing Bureaus and Other Contact Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5614,56143,561431,Private Mail Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5614,56143,561439,Other Business Service Centers (including Copy Shops) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5614,56144,561440,Collection Agencies,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5614,56145,561450,Credit Bureaus,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5614,56149,561491,Repossession Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5614,56149,561492,Court Reporting and Stenotype Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5614,56149,561499,All Other Business Support Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5615,56151,561510,Travel Agencies,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5615,56152,561520,Tour Operators,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5615,56159,561591,Convention and Visitors Bureaus ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5615,56159,561599,All Other Travel Arrangement and Reservation Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5616,56161,561611,Investigation Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5616,56161,561612,Security Guards and Patrol Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5616,56161,561613,Armored Car Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5616,56162,561621,Security Systems Services (except Locksmiths) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5616,56162,561622,Locksmiths ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5617,56171,561710,Exterminating and Pest Control Services,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5617,56172,561720,Janitorial Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5617,56173,561730,Landscaping Services,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5617,56174,561740,Carpet and Upholstery Cleaning Services,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5617,56179,561790,Other Services to Buildings and Dwellings ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5619,56191,561910,Packaging and Labeling Services,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5619,56192,561920,Convention and Trade Show Organizers,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,561,5619,56199,561990,All Other Support Services,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5621,56211,562111,Solid Waste Collection ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5621,56211,562112,Hazardous Waste Collection ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5621,56211,562119,Other Waste Collection ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5622,56221,562211,Hazardous Waste Treatment and Disposal ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5622,56221,562212,Solid Waste Landfill ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5622,56221,562213,Solid Waste Combustors and Incinerators ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5622,56221,562219,Other Nonhazardous Waste Treatment and Disposal ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5629,56291,562910,Remediation Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5629,56292,562920,Materials Recovery Facilities ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5629,56299,562991,Septic Tank and Related Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,56,562,5629,56299,562998,All Other Miscellaneous Waste Management Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6111,61111,611110,Elementary and Secondary Schools ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6112,61121,611210,Junior Colleges ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6113,61131,611310,"Colleges, Universities, and Professional Schools ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6114,61141,611410,Business and Secretarial Schools ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6114,61142,611420,Computer Training ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6114,61143,611430,Professional and Management Development Training ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6115,61151,611511,Cosmetology and Barber Schools ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6115,61151,611512,Flight Training ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6115,61151,611513,Apprenticeship Training ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6115,61151,611519,Other Technical and Trade Schools ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6116,61161,611610,Fine Arts Schools ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6116,61162,611620,Sports and Recreation Instruction ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6116,61163,611630,Language Schools ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6116,61169,611691,Exam Preparation and Tutoring ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6116,61169,611692,Automobile Driving Schools ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6116,61169,611699,All Other Miscellaneous Schools and Instruction ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,61,611,6117,61171,611710,Educational Support Services,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6211,62111,621111,Offices of Physicians (except Mental Health Specialists) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6211,62111,621112,"Offices of Physicians, Mental Health Specialists ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6212,62121,621210,Offices of Dentists ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6213,62131,621310,Offices of Chiropractors ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6213,62132,621320,Offices of Optometrists,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6213,62133,621330,Offices of Mental Health Practitioners (except Physicians) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6213,62134,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6213,62139,621391,Offices of Podiatrists ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6213,62139,621399,Offices of All Other Miscellaneous Health Practitioners ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6214,62141,621410,Family Planning Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6214,62142,621420,Outpatient Mental Health and Substance Abuse Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6214,62149,621491,HMO Medical Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6214,62149,621492,Kidney Dialysis Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6214,62149,621493,Freestanding Ambulatory Surgical and Emergency Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6214,62149,621498,All Other Outpatient Care Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6215,62151,621511,Medical Laboratories ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6215,62151,621512,Diagnostic Imaging Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6216,62161,621610,Home Health Care Services,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6219,62191,621910,Ambulance Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6219,62199,621991,Blood and Organ Banks ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,621,6219,62199,621999,All Other Miscellaneous Ambulatory Health Care Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,622,6221,62211,622110,General Medical and Surgical Hospitals ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,622,6222,62221,622210,Psychiatric and Substance Abuse Hospitals ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,622,6223,62231,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,623,6231,62311,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,623,6232,62321,623210,Residential Intellectual and Developmental Disability Facilities ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,623,6232,62322,623220,Residential Mental Health and Substance Abuse Facilities ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,623,6233,62331,623311,Continuing Care Retirement Communities ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,623,6233,62331,623312,Assisted Living Facilities for the Elderly ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,623,6239,62399,623990,Other Residential Care Facilities ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6241,62411,624110,Child and Youth Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6241,62412,624120,Services for the Elderly and Persons with Disabilities ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6241,62419,624190,Other Individual and Family Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6242,62421,624210,Community Food Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6242,62422,624221,Temporary Shelters ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6242,62422,624229,Other Community Housing Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6242,62423,624230,Emergency and Other Relief Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6243,62431,624310,Vocational Rehabilitation Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,62,624,6244,62441,624410,Child Day Care Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7111,71111,711110,Theater Companies and Dinner Theaters ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7111,71112,711120,Dance Companies ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7111,71113,711130,Musical Groups and Artists ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7111,71119,711190,Other Performing Arts Companies ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7112,71121,711211,Sports Teams and Clubs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7112,71121,711212,Racetracks ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7112,71121,711219,Other Spectator Sports ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7113,71131,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7113,71132,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7114,71141,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,711,7115,71151,711510,"Independent Artists, Writers, and Performers ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,712,7121,71211,712110,Museums ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,712,7121,71212,712120,Historical Sites,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,712,7121,71213,712130,Zoos and Botanical Gardens ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,712,7121,71219,712190,Nature Parks and Other Similar Institutions,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7131,71311,713110,Amusement and Theme Parks ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7131,71312,713120,Amusement Arcades,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7132,71321,713210,Casinos (except Casino Hotels),#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7132,71329,713290,Other Gambling Industries ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7139,71391,713910,Golf Courses and Country Clubs,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7139,71392,713920,Skiing Facilities,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7139,71393,713930,Marinas,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7139,71394,713940,Fitness and Recreational Sports Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7139,71395,713950,Bowling Centers,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,71,713,7139,71399,713990,All Other Amusement and Recreation Industries ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,721,7211,72111,721110,Hotels (except Casino Hotels) and Motels ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,721,7211,72112,721120,Casino Hotels,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,721,7211,72119,721191,Bed-and-Breakfast Inns ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,721,7211,72119,721199,All Other Traveler Accommodation ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,721,7212,72121,721211,RV (Recreational Vehicle) Parks and Campgrounds ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,721,7212,72121,721214,Recreational and Vacation Camps (except Campgrounds) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,721,7213,72131,721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,722,7223,72231,722310,Food Service Contractors,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,722,7223,72232,722320,Caterers,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,722,7223,72233,722330,Mobile Food Services,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,722,7224,72241,722410,Drinking Places (Alcoholic Beverages) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,722,7225,72251,722511,Full-Service Restaurants ,(S),#N/A,#N/A,#N/A
,,,,,,,,,,72,722,7225,72251,722513,Limited-Service Restaurants ,28457,#N/A,#N/A,#N/A
,,,,,,,,,,72,722,7225,72251,722514,"Cafeterias, Grill Buffets, and Buffets ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,72,722,7225,72251,722515,Snack and Nonalcoholic Beverage Bars ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81111,811111,General Automotive Repair ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81111,811112,Automotive Exhaust System Repair ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81111,811113,Automotive Transmission Repair ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81111,811118,Other Automotive Mechanical and Electrical Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81112,811121,"Automotive Body, Paint, and Interior Repair and Maintenance ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81112,811122,Automotive Glass Replacement Shops ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81119,811191,Automotive Oil Change and Lubrication Shops ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81119,811192,Car Washes ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8111,81119,811198,All Other Automotive Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8112,81121,811211,Consumer Electronics Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8112,81121,811212,Computer and Office Machine Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8112,81121,811213,Communication Equipment Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8112,81121,811219,Other Electronic and Precision Equipment Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8113,81131,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8114,81141,811411,Home and Garden Equipment Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8114,81141,811412,Appliance Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8114,81142,811420,Reupholstery and Furniture Repair,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8114,81143,811430,Footwear and Leather Goods Repair,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,811,8114,81149,811490,Other Personal and Household Goods Repair and Maintenance ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8121,81211,812111,Barber Shops ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8121,81211,812112,Beauty Salons ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8121,81211,812113,Nail Salons ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8121,81219,812191,Diet and Weight Reducing Centers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8121,81219,812199,Other Personal Care Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8122,81221,812210,Funeral Homes and Funeral Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8122,81222,812220,Cemeteries and Crematories ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8123,81231,812310,Coin-Operated Laundries and Drycleaners ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8123,81232,812320,Drycleaning and Laundry Services (except Coin-Operated) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8123,81233,812331,Linen Supply ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8123,81233,812332,Industrial Launderers ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8129,81291,812910,Pet Care (except Veterinary) Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8129,81292,812921,Photofinishing Laboratories (except One-Hour) ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8129,81292,812922,One-Hour Photofinishing ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8129,81293,812930,Parking Lots and Garages ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,812,8129,81299,812990,All Other Personal Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8131,81311,813110,Religious Organizations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8132,81321,813211,Grantmaking Foundations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8132,81321,813212,Voluntary Health Organizations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8132,81321,813219,Other Grantmaking and Giving Services ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8133,81331,813311,Human Rights Organizations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8133,81331,813312,"Environment, Conservation and Wildlife Organizations ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8133,81331,813319,Other Social Advocacy Organizations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8134,81341,813410,Civic and Social Organizations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8139,81391,813910,Business Associations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8139,81392,813920,Professional Organizations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8139,81393,813930,Labor Unions and Similar Labor Organizations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8139,81394,813940,Political Organizations ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,813,8139,81399,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,81,814,8141,81411,814110,Private Households,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,921,9211,92111,921110,Executive Offices ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,921,9211,92112,921120,Legislative Bodies ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,921,9211,92113,921130,Public Finance Activities ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,921,9211,92114,921140,"Executive and Legislative Offices, Combined ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,921,9211,92115,921150,American Indian and Alaska Native Tribal Governments ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,921,9211,92119,921190,Other General Government Support ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,922,9221,92211,922110,Courts ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,922,9221,92212,922120,Police Protection ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,922,9221,92213,922130,Legal Counsel and Prosecution ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,922,9221,92214,922140,Correctional Institutions ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,922,9221,92215,922150,Parole Offices and Probation Offices ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,922,9221,92216,922160,Fire Protection ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,922,9221,92219,922190,"Other Justice, Public Order, and Safety Activities ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,923,9231,92311,923110,Administration of Education Programs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,923,9231,92312,923120,Administration of Public Health Programs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,923,9231,92313,923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,923,9231,92314,923140,Administration of Veterans' Affairs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,924,9241,92411,924110,Administration of Air and Water Resource and Solid Waste Management Programs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,924,9241,92412,924120,Administration of Conservation Programs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,925,9251,92511,925110,Administration of Housing Programs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,925,9251,92512,925120,Administration of Urban Planning and Community and Rural Development ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,926,9261,92611,926110,Administration of General Economic Programs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,926,9261,92612,926120,Regulation and Administration of Transportation Programs ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,926,9261,92613,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,926,9261,92614,926140,Regulation of Agricultural Marketing and Commodities ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,926,9261,92615,926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors ",#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,927,9271,92711,927110,Space Research and Technology ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,928,9281,92811,928110,National Security ,#N/A,#N/A,#N/A,#N/A
,,,,,,,,,,92,928,9281,92812,928120,International Affairs ,#N/A,#N/A,#N/A,#N/A
